10
1000 2000
464 685 -922
637 875 -973
193 491 -988
376 468 -944
226 492 -972
386 559 -911
964 737 -982
909 441 -908
20 737 -905
118 848 -994
80 296 -933
905 115 -985
827 968 -950
951 580 -929
43 292 -933
718 12 -961
828 681 -931
638 154 -986
141 890 -973
240 319 -965
312 781 -977
310 572 -940
112 613 -941
377 596 -993
899 560 -950
874 678 -996
499 91 -927
326 512 -941
864 747 -989
409 990 -985
580 560 -929
94 686 -997
48 72 -934
527 878 -906
674 892 -952
726 421 -932
575 826 -910
518 78 -988
670 456 -957
447 583 -923
747 941 -913
642 271 -955
532 935 -910
168 660 -959
725 787 -900
978 486 -900
258 137 -915
957 287 -956
463 52 -941
214 592 -990
350 110 -995
592 986 -966
980 209 -977
23 194 -910
840 167 -906
555 336 -994
177 684 -968
100 587 -942
890 618 -992
659 917 -931
808 336 -905
603 925 -911
244 283 -904
901 643 -930
757 11 -954
145 979 -906
204 783 -945
3 854 -919
501 44 -968
727 543 -921
360 214 -919
858 87 -966
464 295 -987
418 62 -959
488 547 -959
934 824 -924
88 251 -993
724 390 -990
689 603 -900
152 830 -988
931 85 -909
494 53 -922
676 633 -972
142 146 -972
420 18 -979
795 910 -997
48 846 -1000
783 696 -968
335 414 -962
776 642 -979
165 343 -951
832 546 -923
72 309 -958
115 245 -992
763 784 -951
992 280 -979
455 284 -905
205 48 -905
996 507 -945
134 618 -953
398 223 -946
237 249 -929
238 869 -914
194 131 -977
452 509 -1000
476 172 -964
767 954 -904
930 188 -935
442 357 -929
816 606 -936
222 567 -950
142 547 -977
346 247 -965
28 152 -960
583 518 -916
175 955 -982
734 503 -947
771 86 -963
255 448 -941
543 784 -972
343 204 -934
995 100 -947
30 275 -901
629 526 -956
681 508 -928
301 561 -928
458 488 -960
779 588 -953
462 816 -974
558 267 -997
672 22 -969
684 953 -933
523 743 -902
255 585 -912
389 766 -988
137 10 -969
151 144 -995
743 13 -980
766 851 -953
946 36 -984
692 219 -973
481 112 -911
904 330 -996
3 799 -996
643 746 -932
537 266 -995
128 177 -965
163 834 -973
885 579 -908
851 526 -985
971 738 -955
678 6 -1000
210 576 -997
796 717 -954
895 786 -954
400 284 -915
545 90 -995
389 319 -966
443 260 -957
54 683 -957
482 577 -900
74 805 -971
82 912 -917
221 582 -931
517 319 -1000
86 992 -966
976 922 -928
958 567 -931
120 132 -912
56 608 -922
389 290 -916
879 469 -993
342 120 -1000
609 96 -962
284 323 -942
309 685 -905
52 716 -967
616 866 -954
257 377 -927
745 900 -911
2 535 -947
607 363 -993
330 87 -936
423 744 -905
958 295 -913
128 961 -980
660 775 -918
700 67 -963
939 807 -913
523 769 -933
695 143 -992
968 642 -961
263 331 -992
692 268 -903
525 40 -955
236 254 -957
1000 2000
152 315 -919
235 48 -901
794 409 -972
785 586 -931
59 705 -996
989 636 -932
764 842 -972
731 655 -963
592 572 -911
378 568 -949
887 69 -959
653 369 -971
714 98 -989
647 973 -918
116 447 -915
118 194 -950
908 452 -926
710 819 -995
516 218 -933
315 891 -915
627 658 -945
319 954 -911
137 657 -926
796 4 -950
168 541 -950
976 370 -953
585 934 -945
946 615 -916
85 422 -974
339 422 -962
837 236 -909
973 119 -944
834 213 -971
218 673 -934
174 171 -983
68 244 -985
25 941 -931
474 745 -913
42 850 -977
316 367 -916
993 112 -980
674 739 -948
491 242 -996
754 496 -950
724 906 -913
3 591 -967
541 449 -982
894 505 -943
562 649 -967
435 692 -909
625 468 -994
985 156 -909
122 734 -950
313 334 -929
255 92 -925
419 122 -988
883 61 -968
729 212 -992
896 827 -931
710 253 -1000
127 498 -968
597 347 -911
507 774 -992
779 259 -915
866 206 -924
327 332 -920
183 153 -995
801 890 -943
322 532 -906
42 296 -959
557 40 -962
900 949 -966
549 142 -984
946 707 -902
912 129 -981
178 347 -923
553 314 -989
157 173 -933
68 479 -945
586 87 -950
895 986 -916
51 386 -974
900 350 -944
556 4 -935
282 713 -964
792 156 -960
613 585 -976
615 649 -979
173 471 -917
97 662 -975
193 605 -902
995 312 -952
213 976 -912
37 983 -993
364 206 -919
988 666 -962
559 29 -923
680 541 -980
417 367 -992
700 639 -928
814 749 -934
979 300 -955
162 642 -927
92 735 -956
533 145 -933
973 227 -903
103 298 -974
9 952 -943
297 714 -981
573 323 -910
349 728 -903
49 388 -939
212 964 -949
547 32 -964
845 989 -969
267 909 -920
83 147 -915
823 183 -923
820 269 -929
75 263 -926
110 582 -958
95 715 -990
410 474 -978
92 261 -980
451 356 -972
205 310 -905
420 233 -994
183 244 -975
614 674 -937
3 351 -930
901 546 -1000
914 619 -981
810 879 -919
536 654 -977
312 523 -968
368 994 -909
147 551 -928
943 834 -999
193 514 -926
651 577 -935
627 198 -928
41 784 -907
979 209 -931
466 270 -905
30 506 -990
675 930 -953
823 234 -979
706 173 -931
994 718 -975
409 513 -994
163 718 -985
867 113 -919
753 644 -931
955 38 -960
419 163 -946
49 479 -932
650 904 -976
846 78 -999
306 918 -914
875 532 -967
370 973 -948
698 744 -925
234 285 -968
598 543 -991
227 494 -990
482 426 -950
808 216 -925
847 226 -959
143 201 -929
647 326 -936
654 326 -977
499 142 -978
795 245 -955
11 419 -938
279 271 -949
858 442 -958
579 835 -994
236 123 -989
454 602 -946
821 377 -978
588 960 -980
502 739 -907
409 980 -928
859 613 -996
375 815 -918
440 220 -936
291 104 -931
347 817 -946
409 954 -930
978 319 -939
682 858 -932
558 803 -947
60 452 -915
402 739 -906
59 11 -914
755 759 -944
615 116 -959
756 108 -917
56 844 -911
108 910 -994
428 323 -982
572 816 -923
435 486 -974
936 394 -906
622 415 -966
950 473 -997
227 282 -956
265 150 -949
734 652 -905
73 603 -962
719 510 -984
242 970 -941
714 640 -954
37 442 -920
5 497 -958
357 218 -983
142 854 -995
226 878 -989
714 413 -948
411 572 -928
518 366 -930
10 441 -918
602 827 -948
264 259 -901
519 79 -954
369 770 -961
561 271 -966
333 428 -966
486 117 -971
434 664 -966
924 3 -918
246 474 -908
844 541 -963
961 321 -970
168 708 -967
982 757 -904
572 995 -960
554 353 -990
387 3 -921
490 987 -979
347 964 -994
796 779 -991
735 501 -910
56 528 -950
605 748 -957
502 825 -965
696 956 -974
294 825 -931
648 551 -923
265 850 -914
862 936 -946
520 299 -991
557 260 -985
795 159 -980
852 949 -906
951 356 -945
257 327 -982
939 904 -966
427 580 -972
517 669 -983
714 592 -973
268 715 -905
288 146 -939
287 815 -905
160 184 -987
843 340 -920
473 253 -941
639 153 -922
373 957 -910
452 738 -943
197 777 -1000
702 561 -985
294 357 -930
753 844 -951
35 854 -940
897 831 -944
832 836 -997
296 400 -968
195 424 -988
80 717 -907
948 578 -950
226 20 -978
612 727 -923
156 276 -927
409 729 -902
442 431 -925
88 508 -980
401 441 -972
803 887 -905
363 296 -986
937 26 -934
294 309 -907
350 285 -905
109 506 -987
500 303 -981
834 592 -937
625 715 -908
579 272 -928
173 326 -998
482 523 -934
510 166 -967
422 806 -995
421 340 -906
809 911 -960
288 9 -918
575 678 -964
138 77 -946
975 440 -958
543 955 -963
745 193 -980
425 677 -928
378 631 -915
328 506 -902
629 397 -909
64 756 -955
361 302 -932
737 340 -980
354 346 -969
764 206 -992
732 689 -912
350 139 -929
309 94 -986
205 249 -911
810 294 -919
356 76 -924
532 709 -962
15 658 -921
580 7 -910
22 14 -903
656 439 -941
939 665 -955
357 276 -984
691 400 -946
261 553 -992
429 41 -969
124 693 -971
225 62 -984
947 452 -960
770 348 -999
75 755 -942
225 352 -901
419 575 -926
17 626 -925
15 191 -982
327 880 -942
93 394 -942
391 230 -931
487 214 -971
151 875 -902
608 632 -906
89 504 -957
275 944 -967
207 312 -953
633 550 -982
922 608 -907
66 774 -956
849 838 -918
980 658 -951
655 446 -1000
856 350 -914
925 250 -984
240 262 -983
102 160 -993
318 51 -973
311 848 -920
163 416 -925
956 53 -999
569 43 -980
338 613 -985
957 84 -915
212 549 -920
772 22 -920
228 783 -942
451 512 -915
101 311 -967
624 164 -923
280 238 -974
516 142 -979
501 886 -983
550 899 -921
207 141 -987
813 992 -912
240 901 -943
90 804 -923
339 58 -1000
836 749 -936
729 97 -934
161 317 -906
942 150 -907
966 680 -995
751 763 -959
464 346 -906
512 781 -921
755 537 -960
511 405 -958
301 76 -943
38 456 -947
408 343 -959
45 706 -931
607 259 -910
852 107 -957
845 948 -922
826 942 -986
678 296 -967
69 977 -970
158 363 -981
755 768 -927
836 996 -939
113 201 -930
813 228 -981
320 731 -969
563 382 -923
457 663 -959
294 364 -993
750 289 -983
327 475 -929
268 151 -932
295 809 -988
570 590 -968
696 520 -984
31 272 -903
492 128 -961
830 716 -923
867 399 -914
38 69 -989
213 387 -943
841 578 -900
478 538 -992
668 35 -945
912 641 -968
69 277 -912
549 544 -926
773 729 -966
795 340 -924
137 221 -973
700 325 -962
915 265 -961
984 975 -957
924 773 -925
407 567 -979
605 676 -942
52 443 -933
193 456 -929
780 984 -916
803 132 -944
691 999 -960
920 835 -928
542 603 -910
884 611 -924
198 535 -907
559 883 -999
194 367 -965
69 135 -975
427 183 -953
654 687 -918
958 100 -943
596 405 -904
371 97 -998
592 298 -913
230 720 -984
783 571 -932
458 857 -955
39 996 -956
771 243 -951
700 903 -950
736 660 -957
569 881 -976
313 814 -957
458 86 -961
380 128 -994
205 376 -955
156 567 -908
295 299 -993
765 712 -900
306 159 -915
522 338 -974
103 808 -978
979 834 -999
982 676 -943
933 978 -980
618 699 -959
651 838 -932
636 212 -962
374 884 -924
233 778 -949
345 810 -969
599 956 -913
986 527 -970
337 300 -957
52 471 -972
33 655 -949
132 903 -909
638 171 -958
435 533 -989
505 185 -996
408 416 -909
596 485 -988
689 159 -1000
510 181 -911
777 33 -935
974 667 -974
210 150 -941
486 920 -990
982 925 -970
83 909 -983
14 218 -901
530 628 -995
292 465 -942
50 304 -934
179 906 -906
437 474 -947
115 264 -921
402 461 -960
467 314 -909
847 23 -991
920 784 -944
326 923 -920
368 412 -975
250 492 -929
915 863 -921
264 570 -998
644 526 -961
624 989 -917
151 961 -951
397 742 -946
902 675 -971
815 673 -954
255 9 -985
604 998 -909
242 382 -969
826 900 -905
238 612 -992
293 678 -911
762 553 -976
430 996 -977
126 618 -964
847 18 -994
597 249 -919
682 104 -926
360 245 -903
702 15 -980
546 54 -992
476 377 -993
334 149 -938
917 115 -929
407 747 -937
272 124 -921
945 724 -942
25 870 -902
60 515 -923
331 719 -970
149 232 -921
129 111 -934
368 895 -998
738 19 -949
492 252 -948
448 442 -904
452 963 -909
957 499 -994
828 556 -903
18 260 -902
447 139 -963
594 976 -915
208 477 -977
738 219 -956
333 576 -967
850 280 -961
180 540 -920
741 714 -992
87 648 -958
169 675 -906
801 960 -942
966 915 -944
701 708 -914
140 822 -922
956 616 -973
957 386 -937
778 804 -931
413 466 -912
379 741 -991
523 857 -930
586 552 -986
882 921 -993
760 15 -938
558 166 -910
340 250 -998
879 846 -959
165 746 -987
432 494 -939
850 369 -907
949 193 -975
915 615 -975
230 513 -977
105 20 -991
90 55 -1000
460 399 -905
466 801 -941
564 401 -963
913 118 -979
92 147 -958
441 174 -971
260 440 -923
756 106 -900
480 383 -908
23 223 -935
946 51 -918
243 422 -981
637 20 -921
593 57 -954
56 598 -990
618 85 -978
109 417 -960
34 482 -952
658 162 -937
183 101 -963
58 799 -937
92 160 -919
34 533 -955
190 946 -925
311 740 -901
512 125 -942
563 224 -938
424 131 -932
430 98 -944
475 360 -922
839 763 -986
313 735 -969
157 779 -957
500 986 -914
776 992 -932
595 443 -906
463 536 -943
557 698 -945
910 272 -900
787 999 -947
980 278 -997
809 191 -936
468 757 -925
584 972 -904
805 996 -943
493 24 -904
625 743 -933
266 195 -986
812 86 -950
986 833 -961
372 247 -904
743 505 -1000
646 972 -900
733 29 -986
516 895 -986
27 674 -943
737 577 -939
87 827 -976
608 655 -920
929 694 -985
575 634 -926
279 105 -934
116 681 -920
363 325 -920
100 739 -911
317 570 -926
544 115 -922
951 391 -932
870 238 -983
185 260 -917
591 693 -985
398 817 -997
476 282 -937
686 911 -953
223 753 -1000
950 296 -902
138 519 -987
33 535 -937
982 725 -998
5 990 -999
660 322 -951
239 26 -967
607 18 -995
842 909 -982
508 523 -993
956 6 -948
689 716 -904
484 205 -949
410 440 -925
851 18 -911
368 611 -944
8 122 -940
91 288 -920
672 978 -999
936 962 -922
9 935 -922
196 312 -934
430 905 -993
754 826 -913
681 987 -933
878 556 -975
863 91 -959
916 46 -938
216 640 -917
569 931 -991
806 752 -904
577 50 -905
355 917 -920
578 669 -938
984 514 -974
568 314 -925
393 536 -919
923 189 -967
174 446 -920
234 594 -925
65 62 -996
723 144 -924
261 32 -992
60 465 -955
91 813 -906
138 446 -927
785 887 -916
14 846 -977
355 876 -938
327 498 -957
487 744 -911
856 591 -921
379 350 -956
348 593 -911
977 959 -986
152 654 -987
517 652 -911
286 755 -912
729 269 -915
56 371 -920
691 42 -960
503 843 -938
69 197 -917
171 15 -997
820 357 -924
412 953 -919
367 12 -991
920 341 -962
171 932 -944
375 908 -964
661 153 -988
275 386 -973
788 591 -947
321 619 -955
527 276 -902
830 366 -930
236 391 -994
693 56 -911
127 961 -928
495 489 -976
621 123 -985
871 4 -914
882 750 -995
848 337 -936
682 497 -963
885 815 -924
208 875 -929
661 140 -915
13 988 -937
730 15 -991
885 670 -955
591 830 -974
697 308 -900
848 191 -992
891 639 -983
2 681 -983
720 980 -928
473 876 -972
17 708 -992
506 783 -948
985 410 -952
60 226 -996
281 893 -932
33 554 -978
405 246 -979
79 673 -933
50 794 -944
246 157 -983
752 254 -913
250 644 -998
365 544 -991
839 189 -949
131 833 -936
363 19 -906
245 998 -942
398 932 -958
775 955 -924
914 812 -1000
5 765 -981
546 253 -960
97 846 -948
297 24 -999
38 896 -919
832 664 -982
966 176 -996
903 171 -985
678 872 -936
399 513 -939
650 225 -904
477 144 -988
28 651 -934
986 739 -940
328 524 -906
951 736 -937
456 167 -948
432 585 -930
364 942 -931
80 115 -913
637 825 -903
17 198 -984
43 949 -958
566 913 -956
282 630 -957
882 58 -988
89 928 -938
932 273 -973
404 718 -963
533 162 -919
379 61 -955
752 975 -921
471 574 -907
805 68 -968
477 409 -923
541 633 -932
542 616 -925
788 33 -952
430 360 -964
386 153 -935
291 531 -914
762 632 -914
654 171 -949
154 254 -911
729 513 -962
49 278 -999
4 143 -913
134 161 -908
900 673 -904
580 415 -979
600 938 -905
288 268 -922
259 547 -995
326 154 -908
142 533 -981
953 985 -975
788 607 -931
132 220 -900
346 313 -954
826 17 -982
884 879 -939
944 477 -959
715 580 -929
750 67 -996
587 984 -997
5 91 -944
68 93 -991
40 170 -933
169 483 -966
839 566 -911
433 250 -913
571 699 -992
567 154 -922
373 273 -987
514 424 -992
185 153 -961
964 866 -900
739 844 -985
546 45 -997
303 162 -927
163 464 -920
511 271 -944
908 636 -936
364 558 -944
369 706 -977
865 71 -959
200 432 -954
169 538 -958
416 540 -912
651 102 -928
225 944 -912
637 322 -930
43 226 -996
134 900 -982
460 194 -924
112 732 -907
347 387 -1000
523 120 -967
819 820 -966
784 816 -946
340 200 -972
519 575 -929
326 879 -911
634 923 -990
144 39 -977
78 212 -971
189 485 -962
930 429 -930
60 870 -990
648 916 -922
738 614 -988
544 647 -905
978 689 -969
465 346 -947
229 167 -965
951 6 -984
117 347 -968
74 286 -966
223 608 -937
609 726 -970
936 766 -948
211 221 -987
402 365 -918
456 897 -939
866 638 -930
243 34 -958
25 182 -970
981 215 -911
186 559 -923
399 921 -986
174 462 -945
774 39 -962
153 366 -956
201 487 -980
992 988 -971
45 147 -933
63 651 -950
133 945 -981
992 392 -980
748 475 -924
248 659 -958
393 131 -986
343 141 -967
346 995 -909
847 222 -979
477 188 -906
484 538 -946
825 416 -942
322 553 -902
941 132 -917
537 742 -980
318 618 -927
674 917 -945
387 191 -958
115 705 -923
952 997 -972
172 140 -962
774 365 -913
746 425 -961
490 546 -904
426 850 -939
712 159 -936
594 247 -950
148 306 -908
259 725 -927
412 862 -952
754 486 -995
22 521 -966
821 472 -962
157 110 -996
814 211 -959
448 571 -982
759 813 -946
504 760 -954
756 250 -933
243 748 -994
190 236 -991
530 262 -977
115 110 -933
412 194 -958
58 79 -920
827 539 -991
487 112 -904
358 873 -919
806 611 -902
715 924 -945
683 745 -967
326 479 -936
133 283 -978
91 494 -951
945 332 -941
619 25 -944
377 830 -981
698 565 -937
938 347 -953
555 227 -932
937 816 -977
489 211 -927
311 303 -965
35 790 -958
513 820 -959
47 488 -967
368 195 -903
409 596 -953
745 443 -922
218 997 -942
37 423 -902
890 755 -934
830 33 -942
405 118 -929
408 816 -925
786 121 -938
112 530 -939
911 964 -954
327 876 -958
3 355 -902
796 299 -983
715 122 -932
442 436 -948
618 779 -929
653 701 -972
124 877 -993
307 174 -983
302 13 -973
409 916 -996
705 354 -929
19 27 -940
366 534 -925
312 713 -967
127 683 -949
233 701 -941
243 172 -973
703 274 -934
552 592 -939
98 573 -923
390 371 -936
500 796 -992
575 27 -913
549 522 -941
181 361 -943
829 64 -902
618 204 -955
769 981 -1000
517 872 -977
436 14 -963
944 717 -953
118 664 -997
851 849 -907
784 841 -936
637 70 -908
627 457 -900
462 535 -912
282 657 -947
18 105 -978
892 812 -957
147 916 -970
400 997 -966
711 451 -904
380 797 -998
585 761 -971
286 655 -973
598 124 -912
693 120 -948
646 54 -991
682 775 -913
242 359 -936
956 521 -965
365 202 -956
87 31 -924
373 934 -916
995 585 -970
696 582 -956
139 876 -998
923 59 -989
132 451 -966
194 321 -984
631 797 -1000
550 420 -985
311 278 -927
87 707 -978
598 101 -992
39 520 -944
48 353 -983
549 188 -930
487 30 -965
329 348 -933
249 306 -997
783 409 -914
436 358 -953
359 991 -953
81 461 -957
154 753 -939
676 540 -928
827 114 -915
832 25 -914
856 28 -985
612 997 -965
716 350 -981
347 789 -901
745 77 -934
174 299 -935
793 270 -901
798 334 -995
133 735 -992
664 905 -1000
967 239 -935
330 14 -937
624 46 -938
51 449 -956
967 191 -935
170 930 -903
587 819 -983
270 807 -957
521 801 -932
686 620 -964
435 879 -994
27 549 -927
619 682 -903
543 233 -954
159 161 -979
697 830 -993
604 169 -900
836 340 -988
780 397 -933
856 147 -929
36 858 -981
649 927 -942
241 37 -994
817 365 -918
833 490 -972
464 156 -902
358 520 -1000
306 72 -988
335 949 -926
78 662 -907
200 522 -903
13 88 -937
27 658 -962
662 12 -995
773 93 -964
210 161 -904
37 305 -939
12 963 -933
161 181 -933
268 133 -980
505 891 -977
279 82 -981
826 397 -922
823 736 -986
196 532 -906
584 795 -970
383 182 -977
337 395 -904
957 360 -946
42 25 -995
740 368 -953
780 883 -942
380 245 -999
512 4 -965
606 366 -995
655 908 -950
572 201 -933
953 590 -991
25 0 -902
768 727 -985
29 284 -981
596 861 -969
457 382 -940
857 948 -965
40 893 -936
495 865 -976
926 402 -903
845 270 -920
666 880 -976
455 439 -972
316 997 -948
528 863 -993
231 144 -905
685 951 -970
413 546 -901
909 428 -989
567 551 -913
498 367 -980
860 892 -926
446 908 -926
859 940 -922
100 774 -952
72 272 -927
849 237 -999
258 652 -962
708 576 -997
610 608 -920
478 845 -942
875 436 -982
593 66 -955
878 693 -932
102 500 -996
916 72 -951
821 127 -959
162 503 -984
236 778 -982
265 846 -918
134 168 -911
18 143 -986
500 15 -943
32 539 -912
51 419 -940
324 337 -961
257 921 -934
304 492 -911
804 744 -945
301 597 -923
808 570 -992
760 592 -931
432 594 -977
369 451 -983
680 783 -928
631 223 -910
384 981 -938
962 684 -957
727 500 -950
229 807 -1000
27 37 -972
613 71 -901
186 366 -914
595 538 -963
169 674 -907
185 432 -979
554 322 -989
620 184 -938
985 932 -904
626 704 -956
915 505 -981
555 506 -952
187 381 -947
692 842 -984
434 640 -943
170 439 -946
888 730 -914
879 491 -919
686 391 -963
304 604 -902
163 828 -960
291 165 -996
661 316 -927
793 929 -970
261 5 -992
817 306 -908
483 179 -932
998 72 -997
634 506 -971
388 28 -923
314 477 -993
387 62 -960
91 37 -904
193 843 -983
253 847 -914
958 404 -965
438 663 -959
209 213 -965
744 810 -941
347 382 -906
417 679 -915
93 370 -967
391 180 -900
999 910 -989
78 657 -947
517 387 -965
315 751 -907
810 523 -960
716 118 -960
361 246 -964
131 526 -916
273 836 -905
765 280 -986
301 51 -973
759 408 -942
859 399 -982
563 773 -953
56 663 -946
915 513 -994
63 188 -961
769 124 -985
310 722 -906
54 980 -949
81 823 -912
408 258 -929
410 493 -995
221 654 -972
136 739 -914
794 78 -974
209 333 -951
194 305 -960
465 865 -978
44 467 -907
855 192 -919
996 982 -985
961 195 -907
520 878 -991
641 756 -910
781 824 -929
346 533 -931
574 777 -917
13 149 -917
396 345 -942
121 19 -950
512 124 -966
78 760 -996
343 471 -987
692 874 -986
125 981 -987
743 781 -949
472 228 -974
123 562 -968
966 26 -970
479 988 -964
798 151 -969
212 732 -990
188 42 -910
737 633 -961
329 481 -986
396 279 -988
381 655 -938
582 503 -972
957 691 -951
612 470 -986
472 462 -942
561 40 -968
268 820 -974
593 132 -905
665 258 -1000
709 939 -914
670 230 -952
315 296 -948
695 6 -926
621 535 -953
571 384 -906
377 757 -910
